7,23/07/2018 16:42,00413-2018-0006,Община Горна Оряховица,Строителство,",, Ремонт на втори етаж от южното крило на Многопрофилна болница за активно лечение ‘‘ Свети Иван Рилски ‘‘ град Горна Оряховица ,,",203033,BGN, ,публично състезание
7,23/07/2018 16:41,00311-2018-0021,Агенция по заетостта,Услуги,„Осигуряване на комплексна услуга за извънгаранционна поддръжка и ремонт на служебните автомобили на Регионална служба по заетостта – Пловдив и съответните териториални поделения и филиали”,24000,BGN, ,публично състезание
7,23/07/2018 16:24,00019-2018-0007,Община Монтана,Услуги,"Техн. помощ за организация и управление на проект „Проектиране и изграждане на компостираща инсталация за разделно събрани зелени и/или биоразградими отпадъци в общ. Монтана“, съфин. по ОПОС 2014-2020",200000,BGN,Да,публично състезание
7,23/07/2018 16:19,01263-2018-0010,"Столична община - Район ""Люлин""",Строителство,"„Подобряване на енергийната ефективност на 79 СОУ ""ИНДИРА ГАНДИ"" гр. София“",1180000,BGN, ,публично състезание
7,23/07/2018 16:11,00019-2018-0006,Община Монтана,Услуги,Превоз на деца и ученици за учебната 2018/2019 г. от местоживеенето до населено място със средищно училище в Община Монтана и обратно,255490,BGN, ,публично състезание
7,23/07/2018 15:55,00466-2018-0006,Община Долни Чифлик,Доставки,„Доставка на горива за отопление за нуждите на община Долни чифлик“,510000,BGN, ,договаряне без предварително обявление
7,23/07/2018 15:36,00627-2018-0007,Община Смядово,Строителство,"„Проектиране, рехабилитация и реконструкция на улични настилки на улици и части /участъци/ от тях на територията на гр. Смядово – 2018г.“",239961.67,BGN, ,публично състезание
7,23/07/2018 15:25,00678-2018-0026,Топлофикация - Русе ЕАД,Услуги,"Денонощна, въоръжена физическа охрана на обекти на Топлофикация Русе ЕАД",140000,BGN, ,публично състезание
7,23/07/2018 15:13,00185-2018-0009,Община Белослав,Доставки,„Избор на доставчик на електрическа енергия и координатор на балансираща група за нуждите на община Белослав“,99000,BGN, ,публично състезание
7,23/07/2018 14:46,00678-2018-0025,Топлофикация - Русе ЕАД,Доставки,Изграждане на ново депо за неопасни отпадъци и площадка за предварително третиране на неопасни отпадъци на територията на съществуващ сгуроотвал на ТЕЦ Русе изток по проект и техническо задание по обособени позиции-Позиция Доставка на материали-доставка на трошен камък 15000т фракция фракция 5-63,300000,BGN, ,пряко договаряне
7,23/07/2018 14:01,00137-2018-0009,Община Лясковец,Доставки,„Доставка на природен газ за отопление за нуждите на газифицираните обекти на Община Лясковец и звената на бюджетна издръжка от бюджета на Община Лясковец” ,300000,BGN, ,договаряне без предварително обявление
7,23/07/2018 13:47,01158-2018-0019,"Държавно предприятие ""Пристанищна инфраструктура"" /ДППИ/ - София",Строителство,„Проектиране и изграждане на оптична свързаност между БЦ Варна и офис СпД „РКТ – Черно море”,150000,BGN, ,публично състезание
7,23/07/2018 13:32,00550-2018-0005,Водоснабдяване и канализация ООД - Шумен,Доставки,"„Доставка на водомери за питейна вода, радиомодули за дистанционно отчитане и водомерни шахти с монтирани водомери за питейна вода за нуждите на  „В и К - Шумен” ООД гр. Шумен” в пет обособени позиции",450000,BGN, ,пряко договаряне
7,23/07/2018 13:17,02724-2018-0060,Териториално поделение държавно горско стопанство /ТПДГС/ - Брезник към Държавно предприятие - Югозападно държавно предприятие /ДПЮЗДП/ - Благоевград,Доставки,"„Доставка на питейни води, отвеждане и пречистване на отпадни води за нуждите на Териториално поделение ""Държавно горско стопанство - Брезник”",1200,BGN, ,пряко договаряне
7,23/07/2018 11:59,04878-2018-0004,Овергаз мрежи АД  /предишно наиманование Софиягаз ЕАД/,Услуги,Избор на застраховател за сключване на здравна (медицинска) застраховка за служителите на „Овергаз Мрежи” АД,414000,BGN, ,публично състезание
7,23/07/2018 11:59,00655-2018-0006,"В и К ""Стенето"" ЕООД - Троян",Доставки,"„Доставка на активна нетна ел. енергия и координатор на бал. група за ниско и средно напрежение, за нуждите на ""В и К Стенето"" ЕООД гр.Троян",280500,BGN, ,публично състезание
7,23/07/2018 11:49,00375-2018-0008,Топлофикация - Плевен ЕАД,Услуги,"Организиране и провеждане на професионални обучения и обучение по ключова компетентност на заети лица в ""Топлофикация - Плевен"" ЕАД",119400,BGN,Да,публично състезание
7,23/07/2018 11:05,00207-2018-0052,Районна здравноосигурителна каса /РЗОК/ - Смолян,Услуги,"Следгаранционно сервизно обслужване на компютърна и периферна техника в РЗОК - Смолян, включително доставка и монтаж на резервни части",2083,BGN, ,публично състезание
7,23/07/2018 10:49,02709-2018-0043,Държавно предприятие - Северозападно държавно предприятие /ДПСЗДП/ - Враца,Доставки,Доставка чрез закупуване на 1 брой неупотребяван специализиран горски трактор за чокерен извоз с шарнирна рама за нуждите на ДЛС Витиня,160000,BGN, ,публично състезание
7,23/07/2018 09:08,02711-2018-0112,Териториално поделение държавно горско стопанство /ТПДГС/ - Смядово към Държавно предприятие - Североизточно държавно предприятие /ДПСИДП/ - Шумен,Услуги,"“Агротехнически услуги-дискуване, косене и др. за нуждите на ТП „ДГС Смядово“ за срок от една година, считано от датата на подписване на договора“",2508,BGN, ,публично състезание
7,20/07/2018 17:31,00322-2018-0022,Община Кърджали,Строителство,„Строителни и ремонтни работи  на сгради- общинска собственост на територията на Община Кърджали през 2018г.“,301666.65,BGN, ,публично състезание
7,20/07/2018 17:18,00334-2018-0029,"Агенция ""Митници""",Услуги,"„Осигуряване на достъп и пренос на ел.енергия през електроразпределителна мрежа за обекти на Агенция ""Митници"" на територията на „Електроразпределение Юг“ ЕАД“",210000,BGN, ,договаряне без предварително обявление
7,20/07/2018 17:17,00334-2018-0028,"Агенция ""Митници""",Услуги,"„Осигуряване на достъп и пренос на ел.енергия през електроразпределителна мрежа за обекти на Агенция ""Митници"" на територията на „Електроразпределение Север“ АД“",140000,BGN, ,договаряне без предварително обявление
7,20/07/2018 17:00,00334-2018-0027,"Агенция ""Митници""",Услуги,"„Осигуряване на достъп и пренос на ел.енергия през електроразпределителна мрежа за обекти на Агенция ""Митници"" на територията на „ЧЕЗ Разпределение България“ АД“",445000,BGN, ,договаряне без предварително обявление
7,23/07/2018 10:14,01379-2018-0130,Електроенергиен системен оператор /ЕСО/ ЕАД,Строителство,Преработка вторична комутация за телемеханизиране на подстанции,35000,BGN, ,открита
7,20/07/2018 16:53,01304-2018-0003,"Община Пловдив - район ""Централен""",Строителство,"РЕКРЕАЦИЯ НА АЛЕЙНА МРЕЖА И СЪЩЕСТВ. ИНЖ. ИНФРАСТР., ОСИГУР. НА ДОСТ. СРЕДА, ОБЕЗОПАС. И УКРЕП. МЕРОПР. НА СКАЛНИ ОТКОСИ И АКВАДУКТИ, ОСИГУР. НА СЪВРЕМ. НИВО НА ОБЩ. ОБСЛУЖВ. НА ПАРК ""ХЪЛМ НА ОСВ.""",1666666.67,BGN, ,публично състезание
7,23/07/2018 10:14,00640-2018-0015,"Софийски университет /СУ/ ""Св. Климент Охридски""",Услуги,Осигуряване на самолетни билети за превоз по въздух на пътници и багаж при пътувания в страната и други държави-членки на Европейския съюз,60000,BGN,Да,открита
7,23/07/2018 10:14,00640-2018-0014,"Софийски университет /СУ/ ""Св. Климент Охридски""",Доставки,"„Периодична доставка на хартия, канцеларски материали и офис консумативи за нуждите на проект „Изграждане и развитие на Център за върхови постижения „Наследство БГ“, ДБФП № BG05M2OP001-1.001-0001-C01“",40000,BGN,Да,открита
7,23/07/2018 10:14,00106-2018-0037,Министерство на правосъдието /МП/,Услуги,"ВЪВЕЖДАНЕ НА МЕТОДОЛОГИЯ ЗА ОЦЕНКА НА ПРИЛАГАНЕТО НА ГРАЖДАНСКИЯ ПРОЦЕСУАЛЕН КОДЕКС (ГПК), НАКАЗАТЕЛНО-ПРОЦЕСУАЛНИЯ КОДЕКС (НПК) И АДМИНИСТРАТИВНОПРОЦЕСУАЛНИЯ КОДЕКС (АПК)“",115666.67,BGN,Да,открита
7,20/07/2018 16:42,00064-2018-0010,Община Чепеларе,Услуги,"„Избор на изпълнител за упражняване на строителен надзор по време на строителството на подпорни стени по проект „Преодоляване на последиците от вредното въздействие на водите и от активиран свлачищен процес – укрепване на улица, с. Орехово, община Чепеларе”",4496.89,BGN, ,пряко договаряне
7,23/07/2018 10:14,00233-2018-0055,"ДП Национална компания ""Железопътна инфраструктура"" /НКЖИ/ - София",Доставки,"Доставка на черни и цветни метали необходими за техническото поддържане и ремонт на машини от тежка пътна механизация, моторни влекачи, машини и оборудване при жп кариера Карлуково, доставка на скрепи",129743.02,BGN, ,открита
7,23/07/2018 10:14,05397-2018-0011,"Държавна агенция ""Електронно управление"" /ДАЕУ/",Доставки,„Доставка и активация на лицензи за защитна стена Пало Алто“,40000,BGN, ,открита
7,23/07/2018 10:14,00334-2018-0026,Митница Лом - /Предишно име - Регионална митническа дирекция /РМД/ - Русе - Териториално митническо управление /ТМУ/ - Митница Лом/,Услуги,„ПРЕДОСТАВЯНЕ НА УСЛУГИ ПО СИГНАЛНО-ОХРАНИТИЛНА  ДЕЙНОСТ ЗА МИТНИЦА ЛОМ ”,850,BGN, ,открита
7,23/07/2018 10:14,00350-2018-0008,Община Тутракан,Строителство,„Рехабилитация на улици  и паркинг в Община Тутракан по обособени позиции“,833333.33,BGN, ,открита
7,23/07/2018 10:14,01467-2018-0067,ЧЕЗ Разпределение България АД - /Старо наименование Електроразпределение - Столично АД/,Строителство,"Подмяна и реконструкция на главни и етажни електромерни табла в жилищни сгради на територията на гр. София, реф. № РРС 18-049",4000000,BGN, ,открита
7,20/07/2018 16:13,00686-2018-0002,Център за психично здраве/ЦПЗ/ - Враца - ЕООД/ Старо наименование - Областен диспансер за психични заболявания със стационар /ОДПЗС/ - Враца ЕООД/,Услуги,„Приготвяне и доставяне на храна за нуждите на болни и дежурен персонал в „ЦПЗ – Враца” ЕООД“,90000,BGN, ,публично състезание
7,20/07/2018 16:10,00060-2018-0009,Община Каварна,Услуги,"„Избор на изпълнител за упражняване на строителен надзор по време на строителните дейности, във връзка с изпълнението на строително – монтажни работи  на проект: „Реконструкция и изграждане на улична",33386.55,BGN,Да,публично състезание
7,23/07/2018 10:14,00040-2018-0027,Община Свиленград,Доставки,Доставка  на  метални  съдове  за пепел и сгурия с вместимост 255 литра  за нуждите на община Свиленград,45000,BGN, ,открита
7,23/07/2018 10:14,00012-2018-0009,Община Попово,Доставки,"“Доставка чрез покупка на хранителни продукти за нуждите на бюджетните звена на Община Попово”, по обособени 5 (пет) позиции",772820.66,BGN, ,открита
7,23/07/2018 10:14,00037-2018-0011,Община Тетевен,Услуги,"„Избор на изпълнител за осъществяване на строителен надзор на СМР по проект: „Ремонт на СУ „Георги Бенковски“,  финансиран по договор 11/07/2/0/00670 от 22.03.2018 г.“, финансиран от ДФЗ",22141.66,BGN,Да,открита
7,23/07/2018 10:14,00334-2018-0025,"Агенция ""Митници""",Доставки,"„Доставка, инсталация, интеграция и гаранционна поддръжка на единно решение за нуждите на Агенция „Митници“",2960000,BGN, ,открита
7,23/07/2018 10:14,01224-2018-0021,Българска народна банка /БНБ/,Услуги,Извънгаранционна поддръжка на компютърно оборудване собственост на БНБ,2700000,BGN, ,открита
7,20/07/2018 15:44,00207-2018-0051,Районна здравноосигурителна каса /РЗОК/- Ямбол,Услуги,"следгаранционно сервизно обслужване на два леки служебни автомобила на РЗОК - Ямбол, включително доставка и монтаж на резервни части, консумативи и принадлежности за тях.",1667,BGN, ,публично състезание
7,20/07/2018 15:42,00268-2018-0012,Държавна агенция за бежанците при Министерски съвет /МС/,Услуги,"Изработване на проект за ПУП – ПРЗ за имот с идентификатор № 68134.8554.570 по Кадастрална карта (КК), собственост на ДАБ при МС,включен в УПИ I, кв.45 по плана на кв.Враждебна, гр.София”",7600,BGN, ,публично състезание
7,20/07/2018 15:40,00935-2018-0006,Община Стрелча,Строителство,"„Реконструкция на водопроводна мрежа гр.Стрелча” –  ЕТАП „6 ЛОТ-а /17 броя улици/ с обща дължина 3920м.”, Община Стрелча, област Пазарджик“, в 6 обособени позиции / 6 лота",1247333,BGN, ,публично състезание
7,20/07/2018 15:19,00244-2018-0008,Община Самуил,Строителство,"РЕМОНТ И ОБОРУДВАНЕ НА ЦЕНТЪР ЗА НАСТАНЯВАНЕ ОТ СЕМЕЕН ТИП (ЦНСТ) В С. ПЧЕЛИНА, ОБЩИНА САМУИЛ” I - ВИ ЕТАП",17415.83,BGN, ,публично състезание
7,20/07/2018 15:17,01022-2018-0002,Многопрофилна болница за активно лечение /МБАЛ/ - Попово,Доставки,Доставка на медицински изделия за ортопедично лечение,54660,BGN, ,договаряне без предварително обявление
7,20/07/2018 15:17,00338-2018-0021,Община Разград,Строителство,„Основен ремонт на тротоари в гр. Разград и ремонт на плочник пред паметника в с. Осенец“,84266.66,BGN, ,публично състезание
7,20/07/2018 15:13,00604-2018-0010,Община Любимец,Услуги,"„Консултантски услуги по управление на проект: „Реконструкция на тротоари, бордюри и настилки по улици в Община Любимец, Област Хасково“",17583.8,BGN,Да,публично състезание
7,20/07/2018 14:57,00137-2018-0008,Община Лясковец,Услуги,"„Осъществяване авторски надзор по проект: „Ремонт и обновяване на Читалище „Напредък – 1870”, гр. Лясковец” ",2847.19,BGN,Да,договаряне без предварително обявление
7,23/07/2018 10:14,00692-2018-0020,"Многопрофилна болница за активно лечение /МБАЛ/ ""Света Анна"" АД - София - /Старо наименование - Университетска многопрофилна болница  за активно лечение - Света Анна АД, София/",Доставки,"Доставка на медицински консумативи за УМБАЛ ""Света Анна"" - София АД",1481174.99,BGN, ,открита
7,20/07/2018 14:48,02716-2018-0104,Териториално поделение държавно горско стопанство /ТПДГС/ -  Айтос към Държавно предприятие - Югоизточно държавно предприятие /ДПЮИДП/ - Сливен,Услуги,„Извършване на дейности по Поддържане на Минерализовани ивици и Противопожарни прегради на територията на ТП ДГС Айтос”,10770,BGN, ,договаряне без предварително обявление
7,23/07/2018 10:14,01666-2018-0006,"Държавна агенция ""Национална сигурност"" /ДАНС/",Доставки,"„Доставка на материали, оборудване и резервни части за комуникационна техника” – по спецификация.",136394.17,BGN, ,открита
7,20/07/2018 14:32,00040-2018-0026,Община Свиленград,Строителство,"„Строително монтажни работи на обект:“ Детска градина “Снежанка” в УПИ II-1806, КВ. 121А по плана на град Свиленград, Община Свиленград”",2498206,BGN, ,публично състезание
7,23/07/2018 10:14,00037-2018-0010,Община Тетевен,Строителство,"„Извършване на СМР, мерки по вертикална планировка и енергийна ефективност по проект „Ремонт на СУ „Георги Бенковски” гр. Тетевен,,  финансиран по подмярка 7.2 от ПРСР 2014-2020 г.” във връзка със скл",1162437.34,BGN,Да,открита
7,20/07/2018 14:20,00502-2018-0011,"Университетска многопрофилна болница за активно лечение /УМБАЛ/ ""Света Марина"" ЕАД - Варна
/Предишно - Многопрофилна болница за активно лечение /МБАЛ/ ""Света Марина"" ЕАД - Варна/",Доставки,"Доставка и монтаж на нова рентгенова тръба за компютърен томограф Siemens Somatom Spirit Power, при условията на обратно изкупуване на дефектиралата тръба",88333.33,BGN, ,публично състезание
7,23/07/2018 10:14,00262-2018-0001,"""Тролейбусен транспорт"" ЕООД - Плевен",Доставки,“Покупка /доставка/ на електрическа енергия на свободния пазар от координатор на балансираща група”,837000,BGN, ,открита
7,20/07/2018 14:03,00349-2018-0013,Българско национално радио /БНР/,Доставки,„Изработка и доставка на компактдискове за нуждите на БНР“,70000,BGN, ,публично състезание
7,23/07/2018 10:14,00353-2018-0134,"""АЕЦ Козлодуй"" ЕАД",Услуги,"Възобновяване на клас на шлеп-контейнеровоз ""Наутилус"", ИП № 3.957.1.",300000,BGN, ,договаряне с предварителна покана за участие
7,23/07/2018 10:14,00578-2018-0003,Държавна комисия по сигурността на информацията /ДКСИ/,Доставки,"Доставка на служебни автомобили с нормална проходимост, тип комби",530000,BGN, ,открита
7,23/07/2018 10:14,00360-2018-0011,"Университетска многопрофилна болница за активно лечение /УМБАЛ/ ""Александровска"" ЕАД - София",Доставки,"„Доставка на лекарствени продукти и лекарствени продукти за пациенти с терминална бъбречна недостатъчност на хемодиализа, лекарствени продукти за лечение на злокачествени заболявания и обезболяване”",31664095.91,BGN, ,открита
7,20/07/2018 13:28,00151-2018-0025,Община Троян,Доставки,"Доставка на мраморни блокове с размери 60/40/12 см.""",17500,BGN, ,публично състезание
7,23/07/2018 10:14,00233-2018-0054,"ДП Национална компания ""Железопътна инфраструктура"" /НКЖИ/ - София",Доставки,"Доставка на лични предпазни средства, по обособени позиции",352660.6,BGN, ,открита
7,23/07/2018 10:14,00140-2018-0007,Община Ихтиман,Доставки,"„ВНЕДРЯВАНЕ НА ЕНЕРГОСПЕСТЯВАЩИ МЕРКИ НА УЛИЧНОТО ОСВЕТЛЕНИЕ НА ТЕРИТОРИЯТА НА ОБЩИНА ИХТИМАН, ЧРЕЗ ДОСТАВКА И МОНТАЖ НА НОВИ ОСВЕТИТЕЛНИ ТЕЛА”",750000,BGN, ,открита
7,20/07/2018 12:25,00178-2018-0013,"Университетска многопрофилна болница за активно лечение /УМБАЛ/ ""Д-р Георги Странски"" ЕАД - Плевен",Доставки," ""Доставка на лабораторни реактиви и консумативи, и радиоактивни лекарствени продукти, радионуклидни генератори и китове за нуждите на ""УМБАЛ Д-р Георги Странски"" ЕАД-Плевен"".",360000,BGN, ,договаряне без предварително обявление
7,20/07/2018 12:06,00210-2018-0008,Министерство на финансите /МФ/,Доставки,„Доставка и монтаж на климатично оборудване за пети етаж в сградата на Министерство на финансите на ул. Г.С.Раковски № 102“,170000,BGN, ,публично състезание
7,20/07/2018 12:06,00383-2018-0019,Община град Добрич,Услуги,"„Извършване на обществен превоз на пътници по автобусни линии от общинската, областната и републиканската транспортни схеми от квотата на Община град Добрич, съгласно маршрутни разписания по 19 ОП""",120000,BGN, ,публично състезание
7,20/07/2018 12:04,00227-2018-0017,Община Своге,Доставки,ДОСТАВКА НА СЪДОВЕ ЗА СЪБИРАНЕ НА БИТОВИ ОТПАДЪЦИ ЗА НУЖДИТЕ НА ОБЩИНА СВОГЕ ПО ТРИ ОБОСОБЕНИ ПОЗИЦИИ,247496,BGN, ,публично състезание
7,20/07/2018 11:44,00265-2018-0103,"Мини ""Марица Изток"" ЕАД - Раднево",Доставки,Доставка на прекъсвачи и разединители НН,160000,BGN, ,публично състезание
7,20/07/2018 11:36,00011-2018-0002,Център за спешна медицинска помощ /ЦСМП/ - Пловдив,Доставки,Публично състезание за определяне на изпълнители по договориза обществена поръчка с предмет доставка на медикаменти и медицински консумативи за нуждите на ЦСМП-Пловдив.,85000,BGN, ,публично състезание
7,20/07/2018 11:34,00069-2018-0003,Община Нова Загора,Строителство,Изграждане на покрита трибуна и съблекалня на градски стадион гр. Нова Загора,769000,BGN, ,публично състезание
7,23/07/2018 10:14,00145-2018-0108,"Териториално поделение ""Социално осигуряване"" на Национален осигурителен институт /ТП на НОИ/ - Шумен",Услуги,„Предоставяне на услуги по охрана на имоти”,32000,BGN, ,открита
7,20/07/2018 11:21,00771-2018-0004,Институт по земеделие - Карнобат,Доставки,Доставка на горива за нуждите на Институт по земеделие - Карнобат.,158000,BGN, ,договаряне без предварително обявление
7,20/07/2018 11:19,01008-2018-0008,"Община Камено, област Бургас",Доставки,„Доставка на контейнери и съдове за смет за нуждите на Община Камено по обособени позиции“,144290,BGN, ,публично състезание
7,23/07/2018 10:14,01351-2018-0041,"""Булгартрансгаз"" ЕАД",Доставки,Доставка на стоманени тръби,740600,BGN, ,открита
7,23/07/2018 10:14,00740-2018-0006,Изпълнителна агенция по околна среда /ИАОС/,Услуги,ОСИГУРЯВАНЕ НА ДАННИ ЗА 2018 Г. ОТ ХИДРОБИОЛОГИЧЕН МОНИТОРИНГ НА ПОВЪРХНОСТНИ ВОДИ В СЪОТВЕТСТВИЕ СЪС ЗАПОВЕД НА МИНИСТЪРА НА ОКОЛНАТА СРЕДА И ВОДИТЕ,163750,BGN, ,открита
7,20/07/2018 11:11,00384-2018-0014,Община Бяла Слатина,Доставки,"""Доставка на газьол за промишлени и комунални цели, за нуждите на Община Бяла Слатина и второстепенните разпоредители с бюджетни средства""",700000,BGN, ,договаряне без предварително обявление
